;segment_id;time_to_eruption
4035;2046973849;1980729
774;2047161980;8131989
1947;2047751510;41732667
2105;2048141973;27953952
3323;2049323264;4251306
2010;2049689655;21084523
3749;2049878637;19340560
2272;2049961097;39171379
2919;2051279869;31357602
758;2051380720;39378933
2625;2051419461;11325548
3635;2051568929;35749917
4001;2051910093;26074034
1081;2052316250;24679023
1515;2052740646;37120961
349;2052803958;17383128
287;2052926249;32555792
553;205330197;13296171
445;2054043392;40806969
1680;2054480069;12034277
3302;2054918937;433851
1594;2055241392;41127169
881;2055600383;3334460
510;2056246508;36456511
2924;2057013095;1992080
1736;2057025891;37023667
1621;2057226721;35881998
3898;2057680085;10094521
4092;205794295;13856855
2271;2058237724;35471386
3091;2058263668;6136759
2410;2058418470;34774482
4293;2058509181;41867015
110;2058785060;18705104
9;2059516238;11629084
1862;2061696277;19514034
2165;2061764779;5234774
721;2061918698;36787557
3021;2062110117;38648801
705;2062317322;37041368
4231;20625318;10173987
4383;2062852190;30527583
784;2063246350;16251229
2571;2063674040;20015385
4292;206389858;19097019
2664;20653466;18780849
1011;206572719;45189955
104;2065822600;27033520
3818;2066854946;15132892
2118;2067305346;736227
924;2067314180;39593053
1344;2067328997;33092296
1614;2067336369;6646158
3117;2067984481;7779347
3;2068207140;26469720
2044;2068506504;20126625
1155;2069011219;38453155
1915;2069216227;32096856
2939;2069530527;47616134
833;2070066319;23565849
2460;2070460953;11492816
2222;20705034;45995956
3962;2070862888;17232651
4090;2071108961;29421159
3783;2071210973;18003816
3447;2071717542;551792
2484;2071930;27370979
3459;2072126984;25807406
30;2072789669;17866148
4399;2072954040;17706311
1396;2073873772;23771035
84;2073948542;18701561
2533;2074827118;18256856
2863;2075864965;20273679
1262;2076240612;37526752
3903;2076370422;31565859
3087;2076538456;44358313
3901;2076935441;10209858
3988;2077327239;13012038
4063;2077710984;21019994
636;2078096366;8991164
426;2078242859;34283836
2948;207886353;20452887
3868;2079037024;17569071
370;2079456865;10629029
4172;2079508163;18964492
1547;2079552949;28714644
3133;2079723566;1831627
4186;2079951456;17056676
1984;2080261623;9540540
1030;2080709222;34365596
3260;2080732856;19566390
742;208106303;8247443
3019;208131019;8954364
3364;2081310524;2379637
2999;208140899;12363857
4305;2081448139;30798200
220;2081858668;34049161
3597;2082076341;8790752
2937;2082273024;17617151
250;2083448006;42271195
4006;2084557965;33420248
2212;2086128634;47793586
4178;2086978827;31313494
4380;2087820034;3187269
69;2088969715;6792416
3049;2089270505;1476133
3679;2090294173;15775431
3780;209049581;27119030
2126;2090552787;4610640
4162;2090615912;19578808
3551;2090700039;1228843
3870;2091434754;9840024
120;2091456928;29326728
3429;2092515389;1029381
946;2093243192;48261342
4066;2094340763;29338905
4017;2098523317;8312676
265;2099255300;44621939
1243;2099545508;18801038
2481;2099764343;19357030
1937;209985028;44473003
3916;209988785;30991034
4278;2100035633;45228789
3510;2101096113;14175749
3063;2101205247;13243816
320;2101483319;25468953
324;2101664526;16882521
2187;2101914095;867524
2289;2102079746;29168924
36;2102366851;1993608
3420;2103009098;21252467
288;2103433447;34547760
3351;2103497377;39878815
4397;2103793743;12664385
3577;2105023395;34060079
1936;2105609701;32603214
2311;2105852286;32966044
2843;2106338108;282660
2812;2106363286;1269340
937;2107068530;6110204
2511;2107751377;5821163
1386;2108745085;39065929
1804;2109000188;22082957
727;2109035625;26831289
225;2109045312;4337116
144;2109398679;19349131
1520;2111011766;20421959
3175;2111453379;1598334
3631;2111464986;9658570
1641;2111587424;7370080
1653;2111802125;26668615
858;2112694084;2649772
2814;2113049479;32247989
2032;2113087131;22605686
1429;2114051470;34174298
65;211419569;35662591
3625;2114376954;10655827
2941;2114491672;22881404
3960;2114709216;16816678
3060;2115425991;5348522
1168;2116022538;5557427
3446;2116880369;23563769
601;2117564801;7868970
2061;211801886;21032866
906;2118180017;20785225
948;2118316109;37917129
3751;2118640537;22238776
1593;2118733191;18058386
1580;2119153068;14494961
2020;2119226014;8202892
2536;2119980654;10742742
2532;212007592;19690855
4118;2120169420;20921629
932;2120273955;10618163
277;2120934695;31245085
3457;212198464;9963654
2762;2122402736;38385317
1669;2122859891;1305314
1475;2123127162;35490054
1611;2123322342;33969666
3533;2124443830;11962633
81;2124458115;36668090
2457;2124576311;3934110
3781;2124669217;3566445
2238;2127422643;24886206
1484;2127467089;24388127
1628;2127528282;5733689
4106;2127547586;22432321
3333;2127805188;12547944
2478;2129202465;34311787
720;2129738903;15525061
3886;2129899467;6866586
1488;2130405130;41849002
1100;21304149;1524888
1944;2130486935;34991211
594;2130499839;24292830
646;2130505106;24323329
1852;2130540228;27217869
455;2130632982;28485071
3986;2130926757;14224527
2282;2131475928;28503924
405;2131992792;26599427
1179;2132437848;37865966
3208;2132892694;28943468
576;2133156473;28500445
4302;2133241779;5259707
2268;2133326148;11575416
3365;2133393237;28347367
2681;2133535615;6492023
693;2133808067;41633548
194;2133970291;11414233
2889;2134232057;30922332
3947;213439290;13929131
4334;2134733467;33030495
2199;2134844617;25993384
2129;2136033932;17045372
4250;2137801371;40757008
2966;2138253674;6198107
511;2138914806;24532642
3856;2139225250;43137626
3067;2139587024;25876093
1649;2139860001;17079118
2139;2140015263;35424675
973;2140378160;35733254
1443;2140411487;17945001
342;2140509127;376369
2586;2140731938;24847565
3340;2140990861;832531
1859;214183849;8015222
167;2142835830;20686189
1922;2143227248;28548623
3251;2143457307;32727836
1361;2144701601;9544168
2149;2144756834;32554746
3346;2145274131;7642741
2140;2145499088;40823745
1893;2145859440;36304743
3131;2146132452;34468280
1359;2146270165;20411464
471;2146361020;1536927
3238;2146908755;44709785
496;2146939378;5948385
3282;215856971;34365444
2226;216001876;7066249
2008;216551209;1124353
2147;216780206;3611091
2499;216963205;41041699
670;217060082;31558651
1250;218199743;10746680
2786;219469142;15666051
1403;220743032;3864961
1382;220782474;32510185
3359;220865871;6164542
1297;221683713;13979987
1462;22262023;31271763
4095;222945080;8194088
805;223455906;20357140
1923;224267098;28046821
3308;224516504;29423344
2113;224757189;33992582
1586;224845179;43747890
3585;225991333;31470344
3291;226501251;38417970
3169;227106626;32448270
947;227975390;22677090
4212;228030886;21649697
4087;228045242;18381767
4308;228274737;28708513
862;228392309;7143675
818;228916106;16438629
861;229006242;23692506
1073;229047052;9809076
1704;229113738;33658769
3016;230135526;40342742
841;230326934;13100476
442;23103344;22550812
605;231298651;27369423
844;231533417;32722206
128;231743972;27645115
3545;231930234;35687244
1971;232027407;12821607
3123;232805623;42923387
3386;233438004;29859816
2223;233565853;17792996
3554;234192264;18930953
2517;23586750;41398834
970;236710499;33836281
1174;23686776;37969683
2634;237474395;12724171
1395;238199192;23214854
290;238539977;32000841
3110;238681160;16597715
4163;239640082;23682395
1084;24054496;13068607
3412;240960814;39572442
857;241063640;20462842
1608;242542221;35660180
1105;242767402;19898425
2093;243508913;17605976
1988;243573371;41237478
3742;244400081;23827486
1737;244529517;18306742
1317;245008472;32011152
512;245136573;44958345
3767;245467192;32600876
1289;245588037;1211087
1369;246630780;14651538
1519;247145135;28584279
1678;247235728;24754231
2045;247613560;40908988
968;247768640;46996208
3611;247938980;35585709
3034;248492702;28747691
2181;249351045;43436406
3692;249366252;17915459
595;249763292;3175790
2301;249780770;22968670
1303;250428502;17630436
4029;251228922;7122103
806;25177348;34972061
2146;251831841;37649035
4337;252693566;6525079
3785;253583470;37632875
122;253775072;15732427
1579;254682954;28034726
1264;255656520;17881216
3236;255881649;41190020
3790;255901688;15855543
3900;256217037;1469489
2318;256617664;37518118
634;256946052;19237462
3603;260069838;37219758
4206;260105364;36017206
2003;260131815;24071323
3179;260346949;29754993
18;260955881;6277972
3972;262214459;13209818
940;263366519;37838117
2943;263469624;11645849
3566;263984874;1171274
3793;264448990;19853352
3578;264664705;45630646
2756;264716265;6366065
3737;264738263;37775968
3876;265465161;17293518
741;265623066;2646358
2431;266316518;16973812
2441;2666652;19127800
309;267434407;24109771
3896;267858759;9943416
168;268136318;10997394
1094;268716817;19757074
792;269248670;45518126
3512;26933231;7781699
2170;269914904;32597531
3514;270906952;2928732
1684;271408873;3550479
561;271413633;29462986
3967;271573574;31715507
3322;272101269;21513434
903;272158141;27415112
1044;273595483;29372442
4388;273648163;19701079
1502;274128360;13661268
4394;275262683;33885914
3223;275982455;44117599
280;276179308;23514771
2985;276982395;22925219
3680;277248385;21629631
4097;278039129;11479605
439;278590045;34840559
3858;27870347;8154632
2785;278871356;20863063
991;278982021;14061109
4386;27926562;33233548
365;280180078;17885104
2396;280699977;511244
556;280847504;19947406
1377;281177678;3508365
767;28150401;26465251
2806;281514878;44540742
793;281571243;34696471
4153;282045677;43309538
3155;282077332;40285878
1861;282090531;39626435
1958;282122041;4249725
3550;282236366;8108062
798;282630295;22499218
1504;282861389;26900378
4157;282897271;27891372
1769;282976212;3600099
4239;28315401;36144664
747;283313652;41626356
674;283815234;1612005
3104;284641506;12155822
3892;285946155;38216857
1376;286348387;30043284
2949;286686392;35471316
474;287346123;41030111
2101;287348519;11195288
1822;287364787;34310281
3405;287469856;2451159
1802;288013742;17443274
2224;288067094;34070831
3217;288431696;15253621
6;288840453;34952168
1663;288914088;43673535
197;288954511;37456771
223;28922321;32253208
4402;289401335;10057057
695;289916724;43594390
3464;28997795;530546
3473;292421346;27048798
2776;292816482;3860605
1556;292905699;18902288
2184;293116393;37983626
3641;293149344;31026122
4069;293321906;14401209
2621;294794256;42838329
3849;295121444;30350346
307;295591342;38860359
584;296003783;46781617
2829;296298437;22300345
2713;297592436;29869033
446;297698604;33009526
801;298103383;12037835
1510;298105681;2322261
2325;298411266;5523317
863;299780207;2523769
3933;300148624;13233552
3634;300368947;14940317
1154;300717475;30030497
3286;300891897;7093179
1540;300943209;9207233
1524;301033616;26073705
1731;301122706;31805750
2912;301218412;9091616
2344;30166674;41502679
227;301803983;13656473
2819;301919813;43513734
1060;302498114;29239733
3294;303097019;35450789
4234;303194240;14808199
390;304029996;4851843
505;304129540;36217712
433;304163639;19257144
2099;304283775;17770458
375;304522764;20111279
2930;304573399;39222024
1191;304850754;15215305
1635;304892356;33265322
3266;305204931;16018211
2354;305568906;43584627
2039;305621118;22906977
1483;305786144;4171052
1952;305837928;1660309
1856;306864913;38485057
3094;307243855;36467208
3036;307316422;43197082
2164;307457033;41332949
648;307647822;40499629
3073;307670221;45462713
4123;307741861;33319459
2602;308682858;38754492
3353;30955620;41906222
4269;30999662;32086298
3993;310035446;41500158
4276;310353509;24285029
2795;310568336;14096234
3255;310775796;46433566
3520;311107634;42166798
958;311504505;31483536
4389;311826249;44491975
1739;311995776;44521409
323;312736365;25492460
834;312941568;24872676
1941;313964120;40490032
2228;314163505;5077178
1074;314170744;10187269
388;314633532;34853736
4279;315129893;30511325
2932;315134007;568759
1730;316499886;36453585
2016;316603753;41721650
3825;316627171;42738045
3667;316895145;12760546
1245;316912604;36067572
3187;317350729;40024068
3245;317440703;28310567
3789;318470911;6123104
181;318487088;8336642
2717;319452057;25936810
3451;320002238;29065218
1528;320022328;2570320
4048;320094880;2957815
2582;321281603;35158661
3616;321543978;10340827
3500;321906603;14195339
2309;322954553;46296545
3584;323620345;13692272
1272;323702308;9912184
506;323924461;17534557
1844;324103039;17129174
1327;324748150;43316666
1283;325001188;26928741
2229;32512316;37174984
2714;325697320;14167795
130;325942881;35783999
3843;32638361;36198591
256;326818048;5288221
1957;32792883;1404445
2102;328865892;9112996
3349;330277271;34961525
2797;330466807;16440149
1853;330789547;27877893
4077;332174626;12015175
1589;332746748;25932335
1109;333206388;17946002
3122;335398362;44061039
1324;335755738;26672009
2609;336213069;9261020
2394;337507689;9045397
776;337756045;16342508
3194;338149793;15492901
3946;33817177;41062479
3971;338607032;11952098
3196;339032264;142431
910;339846368;7424122
3098;34060202;40683492
1902;341050644;4112447
986;34164562;15719014
739;341672973;1856847
1210;342230662;763103
2006;342279873;36340451
3292;342322253;27208395
574;343945736;8436689
1031;343985399;2209974
4164;344335909;19672055
1643;344640432;44048671
3276;345181085;20007625
4266;346983698;31937526
211;348481867;46297071
1104;348486495;28980400
2954;348660340;10030660
3458;348876771;21545878
89;349291703;14964357
3418;34931189;1460950
2123;350119945;34660406
3707;350527067;18163232
2706;351331050;5786277
3630;351482320;1177703
3242;351509644;27083159
3230;352695344;39714677
1049;354187699;20591353
1043;354191963;10307101
2107;354269196;46353455
3356;354877396;39891249
2433;355535938;11983962
3147;356431921;8688519
3589;356854390;48727004
2663;357382324;15266960
102;357626827;25337458
4252;357789168;369674
4357;358151918;6284281
245;359406630;46328304
1471;360262154;6948386
3103;360361183;14866952
2775;360656492;43867671
987;361671709;3934602
536;362806359;15046200
2015;363125294;26787365
832;363631303;24599735
3495;36365027;9556473
2454;363685327;8674300
500;363885653;39945763
4142;363936828;14137163
3869;364274381;7684928
4289;36450259;23902986
4387;365546944;11594330
1569;367028683;29581665
884;367214620;23298467
1823;367264529;18553170
526;367278065;19970664
2206;368363452;9759184
3810;36849759;18777585
2352;368670844;14218494
538;368702529;41593914
1633;369856026;28234227
802;372742618;2534048
603;372844561;179818
4182;373178867;30474632
3352;374132339;41538543
229;375594805;36029555
3650;376246033;37408766
651;376672412;46875625
4354;376706522;34794047
1224;377237175;25040218
3379;378114405;12041434
2647;378248729;11425080
3015;378355474;20714206
1310;378470871;37905667
3652;378616992;11767930
3189;379022420;30272738
3317;379210074;38879944
4248;379631415;22058277
3811;380038502;906778
2262;380069021;23330803
1677;38058221;18656773
914;381232081;25641641
2900;381934185;23596361
2379;38227338;12104024
2988;382646453;30014482
1655;383059897;10343333
2569;383842691;21499829
1911;383951014;15669010
2738;384755092;44418626
2581;386442102;21968994
4379;386995963;10667594
814;388384605;28329500
3413;388529663;36788583
1521;388927603;43713022
3536;389079613;10432143
662;389189559;1520211
4094;389254541;27909350
3240;389284421;43130718
1140;39008491;20093981
415;390643792;29948941
4224;391234021;42448403
131;391889473;26055298
752;392270446;12104427
3298;392708749;20930877
3113;392842694;24862422
3485;393075721;11031184
2699;394827898;19818493
1492;394845623;16455894
4202;395308430;43536839
2058;395409620;24099557
490;397127294;27470788
3022;397595362;19812440
2906;399014201;30353762
1212;399832716;24233881
4098;400220959;18236113
284;40045420;35899816
2476;401398778;20914673
4408;401755902;45486718
1300;402245791;46126458
1603;402646525;27682164
3508;403059334;34712299
3178;404368978;44672303
995;404418984;4575729
270;404538868;12914912
4104;404990617;9750111
701;405613802;13060214
2195;407459979;20501174
1757;408452495;44275782
3808;408794176;31260595
3624;40908491;38801485
2761;410025588;24085473
2498;410510944;3361937
2652;412373157;21976053
3664;412526212;6166612
1993;412881160;3177623
4008;412948933;8925225
1987;413268740;41986783
949;413730725;28338807
543;413990424;4522464
1123;414737101;9162090
2031;415257955;24040400
2590;415940645;19314332
3072;416377386;39047494
2583;416906269;44851580
1800;417104543;41739182
3872;417535915;17512785
244;418024334;9531699
1035;418275877;8200710
2732;418350263;35316074
1421;419460828;7549174
826;419900140;17188444
4134;419979587;35774442
2611;420519707;38771394
4405;420627635;26631274
2736;420650664;38408809
2857;422246855;20815541
4414;422675999;13975158
1336;422894796;30180144
2367;423141445;6695501
3741;42323522;1152604
1679;424045889;37613868
1434;424555504;24925427
2054;425415049;36528286
2831;425567041;27463409
848;425888815;38337134
3370;426907115;36722872
397;427149670;957225
3723;427375210;26526870
1775;427429721;502710
1487;427760151;22137907
1539;427763429;24661096
1692;428917687;38579633
2854;429308347;26972375
1430;429491430;18896073
174;429578330;22141838
4084;430621156;6760426
146;431034914;9536195
2894;43112697;46651849
3057;431878192;31760848
2641;432241754;35407115
2557;432516399;12955320
2362;432684208;26793157
1836;432695730;38666707
2405;43303881;13555528
4058;433865661;20206788
1119;434370668;32524940
3441;434636426;13588024
1914;436769483;29472342
4033;437473914;44915743
4062;437665247;44259173
2888;437938824;41784939
2598;437950948;43390056
1371;438232368;25620048
1486;438633294;18374246
580;438903606;43617392
2370;439219669;43730286
2202;440363470;36501476
4300;440655160;2661696
4135;441283925;615172
3332;441960828;4061438
804;442434310;42877920
700;442489148;43353242
1803;442563989;26706219
3689;442797407;12188994
839;442836719;2573654
413;442994108;28696
3503;44324029;8349696
3044;44341278;20754780
2489;444244451;2421044
1596;446793155;7732762
1722;447033565;36654673
1178;447327858;18424239
2604;447513558;33606313
3305;44819727;30774550
1282;448346626;11152346
3213;448593480;20541708
4238;449023004;36665792
4254;449223774;26366798
1437;449274025;13865325
2278;449283120;43684551
864;449385871;28944754
4333;450538314;32547769
2529;450769375;23884956
4093;451860145;23270933
2881;452493012;5886866
1481;452805029;40599163
3469;453584379;37426869
2920;454253941;31677840
469;454301633;5474902
3753;454576310;30403112
3214;454725769;16148792
2321;455448902;7538568
4159;456206820;29716904
1983;456580358;15309393
1271;456916377;11186280
4040;457792259;13120312
911;458349901;4436300
1128;45843121;27994207
4096;458682370;11384747
448;458941360;17158125
4364;458968879;27758624
1793;459947164;29394130
1954;461089143;11246290
2042;461487257;40114340
2056;461558258;21915390
1028;461597069;14714255
3827;462951203;28609815
1778;464978165;41248896
1400;465297287;19311092
2475;466159944;42753605
1986;466902104;9800303
3607;466909708;18414289
3621;468372015;31128019
1591;468381762;12877878
2257;468941511;5523812
3452;469128429;5180541
3506;470133493;32643886
1467;470215356;29899301
3126;47093571;40286154
1758;471581397;16142117
3711;47158458;21686596
3181;472246049;23475876
2096;472401236;29483045
2130;472434486;4358205
1448;472813142;39285706
1994;473014096;18770976
2255;473576430;42556294
4253;474052134;4189945
1460;474206182;10582844
685;475130215;19971933
2540;475779483;42035112
1037;475937957;42277812
707;476248197;20873371
1977;476753180;8231674
282;476804737;22881256
3833;476919016;33872427
2495;476948252;45454518
671;477007410;43486713
2351;47732956;6177118
925;477689927;14100795
3937;478593354;404731
2399;478674114;17722981
2605;479177652;13205387
3954;479326775;4207118
4076;479884803;35816229
1235;480158197;1183373
3575;480461629;36693410
2596;480851597;3008552
3609;480956393;2770875
4327;481605746;36373274
3070;481920571;30324178
2810;482243145;6468993
381;48233383;28213217
1827;483459962;32678491
2127;483753975;39184112
2745;483812676;1608914
888;484975664;24306202
559;48536127;12788156
1384;485444965;16190625
962;48604513;17672030
1463;486128668;30435089
1041;486898239;12301519
3909;487429030;18049965
1896;487623440;3304574
1970;488408476;34610217
2486;488815657;14587105
1701;489039620;5847100
2007;489348120;42124609
929;490689404;9469001
3143;490760531;34271654
2778;491048514;20296315
2654;491238797;38014520
3612;491413869;35514231
2111;491865397;28755294
251;492142597;23353872
1047;492680743;17954999
2808;492771066;12678549
2550;492985141;11728939
312;494759191;7252237
2895;494843479;43470796
2842;495316407;21777227
3263;495434233;23178505
3427;496695416;33154252
2447;497245670;27007840
775;497728530;18222066
432;498147140;30011501
4272;498494070;11478251
657;498590214;32154606
1530;498872341;14434653
3106;499074363;10038757
4064;499157490;41685161
3368;499179247;17985051
336;499395470;2278335
2490;499404548;13171925
1444;500591180;10874786
770;500834016;43103149
2487;500838646;25118832
2071;500975214;14487461
4108;503441159;196451
2081;503702552;4752297
2077;503921694;32077111
3596;504043833;7491339
368;507197174;2568794
3663;507366193;46790266
582;508758258;16159880
1439;508784611;33509860
1792;508834565;34136939
1039;50889432;27860112
2302;510056497;15651452
1138;510076208;8497192
961;510801802;40073538
504;511217945;38546852
21;511978994;25418076
2225;512339405;24993068
2491;513129972;9381945
2163;513181;40377193
2551;513363441;15573573
3041;514855544;9574848
3649;5149608;26107096
552;515383914;36385572
3844;515581783;8048225
2317;515955469;43128286
2343;51604518;19777781
2471;516212556;2488060
2617;516272311;9717873
1242;516943132;20625578
4409;517946260;3975965
1086;518387988;15629116
1607;518528051;32381678
3369;51938320;46543212
1618;520609728;33169477
558;521169190;3325364
364;521769547;36023711
2395;521955696;4144310
4059;522506128;17972903
2933;524273030;9385583
3802;524416580;9402712
1613;524875318;4617068
650;52519852;6024116
3040;525412783;11267639
3602;525698425;9362643
2522;526399726;33005698
3479;527014367;40436272
3159;528493944;1775093
976;529252801;24006351
1335;529290872;1618767
1425;53046710;25124773
3290;530966621;5060026
548;531058980;30110232
2781;531781161;6853794
2695;531833319;33138010
2990;532118845;32649336
3923;532286234;30440536
975;532826709;18695390
335;532904300;34189936
117;532994678;7088400
992;533290300;14556084
1965;533439948;9280318
3658;534143403;23127824
1897;534154371;19959911
1092;534264240;1429826
878;534381862;9068165
1903;534843393;28665502
3162;535680745;22333910
4181;535962290;37016083
689;535998076;45366501
45;536501947;43098610
886;537064740;43377458
1389;537294086;8467679
276;537373123;16757808
1313;538188739;1131568
425;538605063;26941455
3078;538653112;10886119
4295;538906942;17668296
2730;541504439;31164382
812;54168867;27280824
807;542442356;26183820
3453;542526038;31742933
877;543051407;39504685
2696;543505888;42108966
891;544050502;42614457
1931;544055958;18037590
268;544830679;19863157
1342;545413269;19873528
1176;545603396;13594831
3209;5460203;14935923
555;546241772;386910
2751;546261150;2819958
1234;546523809;12853819
2100;546732136;38337321
4176;546765944;2519346
2097;546825827;27845449
4032;548607382;38343192
3042;548625967;36619923
3951;548700542;41236860
1529;549415380;7646332
1654;549593830;14026293
3977;549721982;23531464
1485;549832738;23385989
468;550441831;6650463
103;550557709;30404152
1441;552039724;607680
3385;552100552;39798240
2677;552391057;41431362
1501;553195805;44910569
291;553439372;12494503
1135;553506034;47237009
1694;553843296;41102496
2791;554572745;28548337
1248;555004313;35975519
1834;55510975;43332358
3134;555289764;37367606
2466;555901035;5710780
4156;556026510;3598846
2637;556516545;9354421
2014;556592677;20234607
222;556944814;30540612
127;557080555;43798513
1505;557646072;11375229
1934;55911496;43647107
169;559180520;30130135
2488;559298877;6571290
2227;559964053;37486766
4385;561703237;45041787
444;562556875;1068943
3171;562958468;42666053
147;564399178;25805060
2770;564480285;28377310
1590;566240925;2351876
2082;567177481;9615260
2087;567355690;16945528
2558;567814647;13794296
4320;568216823;10949378
2034;568239235;17206084
1969;568456876;43179772
1321;568541879;17645409
499;568789502;47111144
4339;568820139;36191919
3830;568873521;25538499
3643;570031313;9101668
2887;570052095;14602729
1967;571279585;33820073
3092;571683257;34317444
3374;572276102;34874223
1588;572834672;43974913
1714;573514854;22921693
4085;573622041;12278175
14;573797974;18448502
895;574634448;9527005
4264;575305125;9156512
2848;575355164;24352334
2844;575452180;34550480
2548;575596751;17161217
3878;575900990;18072665
2705;57603686;6200288
3075;57616041;31270947
427;576438967;23148211
1917;576546552;45746295
2055;577073669;18343525
2927;57764839;15392131
3337;578812738;12242866
732;578841005;4300735
1461;579307667;27527640
3423;579683001;7169486
2429;579908624;31603911
3077;580262567;8297866
2169;580272496;37782140
2310;580830667;26023369
4019;581069262;4488423
3556;581397504;30309841
978;582268580;1456922
4146;582324215;20324087
2648;583276025;33059873
3968;583304572;19304111
2603;583411418;18471342
2712;584164925;28207195
1744;584192319;30631033
3885;584416994;42320227
715;58579165;3754290
2366;585908475;44908841
2024;586194492;38850589
2277;586537093;18807156
613;587453041;39932891
3561;587851618;16697361
1933;588051961;25693166
1545;588264306;171324
2742;589943737;22170889
386;591305551;31269263
10;591342465;43069893
2817;592111721;15880204
4197;592144195;23771681
2190;59231274;2327991
4366;594786934;14561267
297;594908465;47775708
1868;594981586;10260989
1770;595194132;33029798
1477;595336840;24824914
4079;595477621;1915435
1002;595546291;30506163
2507;595939459;12418791
3084;596031245;1382883
389;596775154;37647012
1551;597191221;7344969
2799;597690122;43862278
4235;598097609;32330209
2953;598266613;8276465
3511;598730912;21158638
4068;598772021;22306072
3800;599036077;24936130
4274;599292128;32272375
1637;600168324;12942933
2862;600220445;4307077
993;600983434;3771859
294;601506140;3456892
590;601524801;6250
315;601755218;40698380
3673;602020124;36472478
3990;603314;22639670
1864;603776126;726506
1367;603946477;31751948
2633;604357728;28717865
3610;604747875;42969492
3358;605498975;5412080
2995;606267992;7207853
4210;606591990;44666706
481;60701054;22509097
2413;6070985;22852093
2996;607490432;38488114
240;608666976;28679884
109;608936534;41478190
1316;609071379;21760210
1296;609192146;16379287
1208;609526992;16762149
3750;609557927;45312670
1345;609963923;29684540
4154;610270417;28711938
3440;610309719;23538575
3188;611606940;2903621
2191;612043874;35934759
1938;612447943;25260944
1895;613184619;9467669
3738;613886312;16675024
4007;615812936;20319937
1134;615891154;9907648
3588;616199251;42260689
1942;616719593;15770555
852;617255708;18259728
3824;618147871;16873652
520;618682872;39732623
3562;618695913;8799456
3052;618818301;28026848
649;619331058;444817
3882;619379482;32798980
652;619819375;2677231
305;621005356;26273131
3432;621097518;38255031
3530;621561921;44626195
2465;62166521;35243515
3061;621829524;29656824
1213;621938105;40611376
3288;621992624;4354460
2231;622676850;26431247
1287;623083505;38503717
2917;623230167;12779984
2543;623595783;16049906
3653;624917154;45342122
1077;625038024;29996400
3906;625142129;28522262
3009;62532222;46464250
1020;626164144;30801679
589;626322376;5127604
1360;626866590;27745755
2358;628213771;38563430
1734;62835317;4019899
343;628631743;12176811
2256;629137203;17707651
3541;629568545;4046753
1601;629707946;37155580
267;629966482;10670472
1156;63085880;47760262
1559;631780725;46889709
106;63240694;40703751
3944;632638065;10253841
2788;632676084;11720994
1682;633652522;19007607
1107;633779249;32582910
2504;63379920;46041681
1390;633838860;14841697
4376;634083504;45567256
2594;634331045;11506142
461;634354320;32651714
3498;635316564;22957471
4145;635426720;29924994
344;635576099;8048351
3484;635695132;16920219
3965;636515419;23655279
3703;636912378;33735903
2618;63715701;28262872
4219;637157127;37593536
3376;637677312;30822059
3315;637794067;21111227
3982;639095842;23850683
1949;640300977;32793795
1764;64040346;3349673
3038;640559732;10836769
3936;640672904;23986071
2193;641136684;26594077
592;641168964;28464661
3219;641289516;25700199
1266;641388477;6478385
2361;641552330;39419122
2974;64168627;22894113
3152;642177912;4010847
3227;64297561;5100282
2052;643179124;15939244
3983;644409709;42918786
3083;644635974;31985248
3132;644687888;38328981
4034;645145248;20639171
713;6452624;2839944
3342;645591425;29868009
529;646472471;10682647
1500;646717244;6571348
1882;646778392;19522214
3299;646934273;38685435
2137;647183864;43468488
860;64719838;28453756
2639;647980942;34803596
4175;648106838;19185536
711;648501807;19406657
1280;649226890;24078194
2859;649714233;29559721
972;649888360;28099156
95;650067382;19138821
2076;650228140;1939301
2261;650427189;25771649
4071;651126788;14368613
333;651332647;8579716
2904;651409426;3747743
4010;651789852;2186015
2715;651834084;35890372
2838;652598093;2401397
1878;652894953;13691660
3755;653299017;21747126
1006;653777184;23230846
3295;654776229;42253622
460;655037286;4882939
2053;655716117;9645039
451;65575584;36343942
1652;655843296;7719389
921;655846883;2983171
1950;656267377;31085444
4110;656829103;37532175
3521;6577398;3455582
4259;657828865;21474448
683;658099461;31870009
2287;65823859;36312035
1068;658783371;21640199
483;659200008;34392078
472;66007241;38610849
15;661349045;1096562
2746;661440419;25610840
951;661668096;22967037
750;661709272;6859938
3243;66198672;29165699
2183;662131474;19056446
2661;662882349;12624902
3471;663287084;5531541
361;663459205;2507552
2279;663744558;3124873
1088;666305087;591148
729;667097243;1112204
1723;668395393;41357148
2531;669333382;7118804
2211;669539950;31875281
3605;669797783;45150816
1935;669809445;22054956
1090;669860014;3582324
4422;67001123;2125607
3559;67089566;27987055
3826;671513959;19418178
3685;671954941;29749813
62;672285731;29786268
329;672998055;19024764
3400;673964391;42415289
356;674012882;29441896
2587;674198779;44513964
2023;674901639;25975167
4130;675261564;36601832
1106;675814457;17366058
3160;675845523;14494998
3627;676115435;6786278
1427;67637654;27200357
1273;676663859;38166171
2722;676899080;46857757
3839;677328589;6186793
2686;677521913;5073807
3463;677960831;28286783
1767;678069085;40367148
1014;678082835;279557
33;678169850;17808441
874;678175964;28381090
440;678646361;6350450
2610;679074896;35918932
2893;679097441;28921118
234;679487700;5315391
789;679745839;40011331
2458;679999868;31281201
2947;680130950;26820565
1978;680255437;24039211
898;680492354;30130984
